explanation_id,explanation_type,axis1_3v,axis1_std,axis1_nvotes,axis2_3v,axis2_std,axis2_nvotes,axis3_3v,axis3_std,axis3_nvotes,axis4_3v,axis4_std,axis4_nvotes
2d36a58d-4d1b-46ca-b729-e2860193cf36,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
2dcb41c3-0080-4c38-a0df-53570ee4d440,feature_attribution,1.0,0.0,3,4.33,0.577,3,,0.0,0,3.0,1.732,3
2dee94dd-d919-4f6c-868c-417cab75f869,feature_attribution,1.33,0.577,3,4.33,0.577,3,,0.0,0,4.67,0.577,3
2e3e9358-6aeb-416a-a3e5-6db5a6c819a6,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.0,1.732,3
2e6a1ef8-5b76-4a9f-96e1-38d0fc84c4d6,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,2.0,1.732,3
2e6aec7b-3184-425b-ae3d-09c3afcf601d,counterfactual,1.0,0.0,3,1.0,0.0,3,5.0,0.0,3,1.0,0.0,3
2e8bd417-d02a-4dde-8466-6ea0d3d118e8,counterfactual,1.5,0.707,2,3.0,1.414,2,4.0,0.0,2,4.5,0.707,2
2e99ac56-1857-4a45-a457-251408b18495,feature_attribution,2.0,0.0,3,4.67,0.577,3,,0.0,0,3.33,0.577,3
2ebbf42d-1d79-4a01-b0fc-d66182be34cb,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.33,0.577,3
2ecc45d6-cccf-44ea-adf7-7fe44c20036b,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
2f31cb67-a584-47b0-82c3-4330307d0eff,counterfactual,1.33,0.577,3,4.0,0.0,3,3.0,0.0,3,4.67,0.577,3
2f3bb196-cc2a-4085-9968-0328ea33fabe,contrastive,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,3.0,1.732,3
2fb42075-1540-4009-8983-6248fa7ba629,counterfactual,1.0,0.0,3,2.0,1.0,3,1.0,0.0,3,4.33,0.577,3
3072143f-5dae-4d42-9eb6-dd78eb4f7617,feature_attribution,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
30910ab3-700f-48ba-a761-323c1a925bbb,contrastive,1.0,0.0,3,1.67,1.155,3,1.33,0.577,3,1.0,0.0,3
30b91af7-ffc3-4b51-895c-7e42f8c0c138,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.33,0.577,3
30c40ca5-d517-4b8e-84dc-dbb488b030bf,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
3115a93f-f8a7-4f66-9fff-641cda7fad77,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,3.33,2.082,3
315baefa-20fa-425b-9876-b5e89a2d758a,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.33,0.577,3
318d9c9c-0633-4a76-90e8-66393752860e,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,4.67,0.577,3
319b1e35-7fed-4533-9ce9-32bdb97d5b75,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,2.33,1.528,3
32374657-6a06-441f-b11f-c11d79b43c4b,feature_attribution,2.0,0.0,3,4.33,0.577,3,,0.0,0,5.0,0.0,3
323a6284-e51a-42be-b28c-df7b93aec330,counterfactual,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,4.0,0.0,3
33929237-567a-40f9-993b-f35ff3f8f8e5,feature_attribution,1.0,0.0,3,3.67,0.577,3,,0.0,0,4.67,0.577,3
33a31e5f-7c51-4ebc-ad60-75350359f795,feature_attribution,1.67,0.577,3,4.67,0.577,3,,0.0,0,3.67,0.577,3
33e970af-cd08-40e2-8d46-1c6fa8c074e9,feature_attribution,1.0,0.0,3,4.33,0.577,3,,0.0,0,4.33,0.577,3
343fc82f-4c0e-4239-9d0a-c1f0a8db1e8a,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
34af1cab-2757-4177-bfee-5d6e7de5ef0d,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,3.33,2.082,3
34d68bcd-ec54-4f4a-a908-183a842214c1,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,3.67,0.577,3
34def0d7-4f3b-4ab4-bd6c-76727204c778,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,2.33,1.528,3
350803b5-8799-4018-938c-7d0b7dddfc15,abductive,1.0,0.0,3,2.33,1.155,3,,0.0,0,4.0,0.0,3
350b0484-8788-4d2b-a320-98f802d3d9e5,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,4.0,1.732,3
35320b04-9836-4f1b-823a-ac3cdc642744,contrastive,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3,1.0,0.0,3
353dcc3a-ac9e-4a69-b8e7-8b5569464ea3,feature_attribution,1.0,0.0,3,3.33,0.577,3,,0.0,0,1.0,0.0,3
354c61e8-b07c-4c86-97d7-ec6782662de8,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
3560ace8-a32a-4115-8278-5c376d90d99f,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,3.33,2.082,3
3560b8dc-1b74-44b6-bfb5-504bff5b0014,feature_attribution,1.67,0.577,3,3.67,0.577,3,,0.0,0,2.0,1.0,3
35610a3f-8d4a-494a-8ff5-6792cb6d2e3c,abductive,1.67,0.577,3,1.33,0.577,3,,0.0,0,1.0,0.0,3
35616ff3-5441-4c8f-8a32-686263ef8883,contrastive,1.0,0.0,3,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3
35c4df41-576b-49b7-a74c-6dd7b14ceafa,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.33,2.309,3
35ebc201-1d1e-4c72-b1da-385f56a42d8e,counterfactual,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,1.0,0.0,3
3623f434-5855-4e9a-8974-07b177ef6ade,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,3.67,0.577,3
36418c45-e864-4a9e-8b6b-bda0e1aaf2a1,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,3.67,1.528,3
369fcb40-b9b2-45e1-bea8-9a9c63d28d5f,abductive,1.0,0.0,3,3.67,1.155,3,,0.0,0,4.33,0.577,3
36a51265-d1f8-4f6d-9383-a60a9ed1d3ad,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
36ab4d80-ec71-4e24-bbc5-531a7fd69086,feature_attribution,1.0,0.0,3,3.0,0.0,3,,0.0,0,4.0,0.0,3
36b995ea-6ee4-4a77-9b37-4417f5b0c627,contrastive,1.0,0.0,3,5.0,0.0,3,3.0,0.0,3,1.0,0.0,3
36dbcfa1-ff9a-4ccc-b412-d2d9aa27eeea,contrastive,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,3.67,1.155,3
3740e7ad-5552-4181-8a43-5dd0d51d44f3,contrastive,1.0,0.0,3,5.0,0.0,3,5.0,0.0,3,3.0,2.0,3
37f644ba-b605-4815-a2cb-8a460801639c,contrastive,1.0,0.0,3,1.67,0.577,3,3.0,0.0,3,4.33,0.577,3
3822977b-b7a1-44c0-bcaa-8d0b491bb20e,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
383d0abd-6021-4ac1-9b86-6bfd653709a6,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,3.67,2.309,3
391a57a0-2121-46fd-8949-a38aea5cea80,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,4.0,1.0,3
395bf71d-ecaa-40b9-a021-22deb6406639,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
39923db7-887e-4a08-b6c9-57c768451512,counterfactual,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3,1.33,0.577,3
399b1e3f-744b-4489-8b6f-93ec2a50757f,contrastive,1.0,0.0,2,5.0,0.0,2,1.0,0.0,2,1.5,0.707,2
3a0a2e64-9ca2-4392-a6db-6fa404a777dc,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
3a79a77d-b354-4403-a29d-42fb12bdc45c,contrastive,1.33,0.577,3,2.33,1.155,3,1.67,1.155,3,3.0,0.0,3
3a826acf-3d85-43cd-95fe-13b807f71c76,contrastive,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,1.67,0.577,3
3a9c9e80-34bd-4d2b-bc66-947cd0af2d23,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,4.0,0.0,3
3aea3139-4bbb-4e53-990f-077d2a395d7c,contrastive,1.0,0.0,3,2.33,2.309,3,5.0,0.0,3,2.33,2.309,3
3aeb7616-695c-4bb9-85b7-7ca097fb26e0,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,2.0,1.0,3
3b3cdead-4f2f-42df-8c02-e4849e9fd9de,counterfactual,1.33,0.577,3,3.33,0.577,3,3.0,1.732,3,4.33,0.577,3
3bafce78-1576-45f6-80c4-ab02e9cf859f,feature_attribution,1.0,0.0,3,3.0,0.0,3,,0.0,0,1.0,0.0,3
3c0b9016-8a01-4b98-b4cd-e261db06bfe0,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,4.67,0.577,3
3c90b73b-156b-482c-97df-c92a4de56aa8,counterfactual,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3,3.33,1.155,3
3d212d91-9e56-4bcd-a846-b2bd106df692,counterfactual,1.0,0.0,2,2.0,1.414,2,1.0,0.0,2,1.0,0.0,2
3d2cca47-e6ef-4a7f-8678-0122632bd126,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
3d993279-8961-414e-b8be-e9c42781f6b8,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
3dde3482-f61f-4d0e-94b5-58573139ce64,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.33,2.309,3
3de767dc-b87c-47f5-8f3c-053030c9e1bb,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
3eb8e943-98c6-4716-8e42-1b66237cc06a,counterfactual,1.33,0.577,3,5.0,0.0,3,3.0,0.0,3,5.0,0.0,3
3edbf362-c533-4217-a339-03b7d1533b32,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,4.0,0.0,3
3eeeab31-15d9-4689-ab88-1acda00fd959,contrastive,1.0,0.0,3,1.33,0.577,3,1.0,0.0,3,1.67,1.155,3
3f0f7c07-7803-4388-ad98-70f244bfb7d5,feature_attribution,1.0,0.0,3,3.33,0.577,3,,0.0,0,2.33,1.528,3
3f674eff-d02a-466d-90c3-206790cabfb4,feature_attribution,1.67,0.577,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
3f8eded7-8f1a-4df7-8737-12732c2be252,counterfactual,1.0,0.0,3,2.33,1.155,3,1.0,0.0,3,2.0,1.732,3
3fa9df86-4f7c-43b0-b97b-d188e2f3f640,counterfactual,1.0,0.0,3,3.0,0.0,3,4.0,0.0,3,3.0,0.0,3
3fe2f9c5-dc55-49eb-85b4-07362752fc1d,abductive,1.0,0.0,3,2.0,1.0,3,,0.0,0,2.0,1.0,3
40351497-8c85-4306-86c7-b05706b558fc,counterfactual,1.0,0.0,3,1.33,0.577,3,2.33,0.577,3,3.0,1.732,3
40a5cd0d-99b1-409a-802a-f14fc887ea54,feature_attribution,1.33,0.577,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
40bc038a-fb2c-4701-8baf-a35dc61f94fb,abductive,1.0,0.0,3,2.67,0.577,3,,0.0,0,2.67,0.577,3
40ce63b4-106f-463a-b4d5-130820284632,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,4.33,0.577,3
410c89e7-d5d4-48dd-9887-a7fc83432985,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
4124bb68-5738-45aa-8827-c78789cb8cdc,counterfactual,1.0,0.0,2,3.0,0.0,2,1.0,0.0,2,5.0,0.0,2
414af74b-fdeb-47c5-96d8-23849a0d9d71,counterfactual,1.0,0.0,2,4.0,0.0,2,1.0,0.0,2,5.0,0.0,2
415c4df3-b210-4fec-9a57-115a44f76b43,abductive,1.0,0.0,2,1.0,0.0,2,,0.0,0,1.0,0.0,2
416a726f-c94f-4ed5-a6c6-55b8cf2e68cf,contrastive,4.0,1.732,3,4.67,0.577,3,2.0,0.0,3,5.0,0.0,3
418b7990-c30b-4512-b0fc-2bdd2bb73882,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
41b7418c-6261-44b0-a102-8e208a9871c4,counterfactual,1.0,0.0,3,2.0,1.0,3,1.0,0.0,3,4.33,0.577,3
41c7df34-886b-4a00-b47b-b2d8af8f5bdf,counterfactual,1.0,0.0,3,5.0,0.0,3,4.0,0.0,3,5.0,0.0,3
4275b6b9-f3b1-4f57-8c2b-e0ec88755d4a,feature_attribution,1.67,0.577,3,4.0,0.0,3,,0.0,0,4.67,0.577,3
4277b284-a741-4581-b0e6-54196f5c7dae,counterfactual,1.0,0.0,3,3.0,1.0,3,1.0,0.0,3,3.67,0.577,3
42a61712-8082-4f35-ba8f-1db521658813,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,3.0,0.0,3
42b1a4c8-4994-4757-878c-84478412120a,contrastive,1.0,0.0,3,2.0,1.0,3,2.0,1.0,3,4.67,0.577,3
4324e60e-d9d1-4394-ba3d-8612fb1940bb,feature_attribution,1.67,0.577,3,4.33,0.577,3,,0.0,0,4.67,0.577,3
43566280-d661-4fbf-9cbb-17b14dfbd993,contrastive,1.0,0.0,3,2.0,1.0,3,1.67,1.155,3,5.0,0.0,3
4381fc60-d2d7-4beb-ad22-c2d3f0be0488,feature_attribution,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
4389b5e6-c266-4b26-a806-f8a93c65acd6,counterfactual,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,2.0,1.0,3
43f851a1-a249-4f0f-9d61-4bb9f1358066,counterfactual,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3,1.67,0.577,3
4411be52-ff81-4d31-a995-f2353972dd05,feature_attribution,1.0,0.0,3,4.33,0.577,3,,0.0,0,4.67,0.577,3
4419335d-d682-4ca0-8b0b-b32f657ae3b1,contrastive,1.0,0.0,3,2.33,1.155,3,3.33,1.528,3,1.0,0.0,3
4422bec7-7171-4866-bcc3-119723d6b139,contrastive,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,3.33,0.577,3
446ee6d0-057b-4cb6-9f5a-a084047c5126,counterfactual,1.0,0.0,3,2.0,1.0,3,1.0,0.0,3,2.33,1.528,3
447af4e6-e5d7-443c-a9dc-4d60122d2c66,feature_attribution,2.0,0.0,3,4.33,0.577,3,,0.0,0,5.0,0.0,3
448bab07-5bb1-4b0a-97b0-ec10c7c4d69e,feature_attribution,1.0,0.0,3,3.0,0.0,3,,0.0,0,2.67,1.155,3
448f473d-3c57-4407-bb50-b8b1f411df14,feature_attribution,1.33,0.577,3,4.67,0.577,3,,0.0,0,5.0,0.0,3
44e475cc-cf9d-4695-a654-675ddb8b08a7,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,3.67,2.309,3
457a29d4-873b-4732-999f-4c3f2646d6b2,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
459256b1-b788-4457-b7f6-a3740cfac046,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,5.0,0.0,3
45a612c5-8109-4815-b4e0-8f767ef33bcc,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,3.33,1.155,3
45dee33c-10a1-4097-a326-d5dde37700e3,contrastive,1.0,0.0,2,3.0,0.0,2,3.0,0.0,2,3.0,0.0,2
45f69967-e88b-41da-835f-a2e4a1daf199,feature_attribution,1.0,0.0,3,4.33,0.577,3,,0.0,0,5.0,0.0,3
46257ed3-763f-4e86-b7a5-d3d72dfb5454,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,2.0,1.0,3
464d9213-234a-401f-876a-ac951cb2f14a,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
46c2bc0a-814d-4d10-b4b7-7f5beea5855f,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.67,0.577,3
46d86956-18e3-422d-a1a6-393e0820f4c3,abductive,1.0,0.0,3,2.67,0.577,3,,0.0,0,4.0,1.0,3
4712b649-12e8-43a4-ae10-4ed926ce3a29,counterfactual,1.0,0.0,2,2.5,0.707,2,5.0,0.0,2,4.5,0.707,2
4747954d-fd72-4133-be5d-77c53b89dce6,contrastive,3.0,0.0,3,3.67,0.577,3,4.67,0.577,3,3.0,1.0,3
47a5da21-d160-40be-8564-422fc17b43f5,counterfactual,1.5,0.707,2,5.0,0.0,2,4.0,0.0,2,5.0,0.0,2
486f2d29-871c-4a58-a30f-7a47f22f5c4a,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
489adc8e-e880-4a0c-8835-aaab1292c3aa,contrastive,1.0,0.0,3,1.67,1.155,3,3.0,0.0,3,3.67,1.528,3
48c18bf0-f59d-4b1e-bb27-8d9d74d4f369,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,4.67,0.577,3
498db317-711a-448f-9734-9e585b55376a,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
49a2203b-d28e-4b9f-893f-19e88f24556f,feature_attribution,1.0,0.0,3,3.33,0.577,3,,0.0,0,2.33,2.309,3
49c70c8e-8d01-41c7-b7b5-dbf72ab713c8,contrastive,1.0,0.0,3,2.33,1.155,3,1.0,0.0,3,2.33,1.155,3
49d6fda9-a4a0-4829-a466-f2c324eb2aaa,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,5.0,0.0,3
49e82463-501e-4854-8df5-9359c8da264d,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
49ee76fd-39d0-4c59-a2f4-0bbb39dab1ee,contrastive,1.0,0.0,3,1.67,1.155,3,1.67,0.577,3,3.33,0.577,3
4a092a00-00f2-43ef-a40a-a13b2179bd8e,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
4a17e181-3bf2-4eef-8ae2-f8a9f4f49909,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
4a45aa25-1a73-488e-8352-212582a2bbe6,counterfactual,1.0,0.0,3,1.67,1.155,3,2.33,0.577,3,2.33,1.155,3
4ab8711f-26d0-42ef-ad30-643129db78c6,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.33,2.309,3
4ad8ddb0-e7bc-4afb-9831-5a75b2cb98b4,contrastive,3.67,1.155,3,4.0,0.0,3,3.67,0.577,3,4.33,0.577,3
4aeaf5dd-1940-4e52-8c7d-aa05023bb6a5,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,4.0,0.0,3
4b088a3b-52dd-4255-9e01-abb8cf497f2c,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
4b3e6ef9-1cfc-4772-8dc8-63165f9c3c78,counterfactual,1.0,0.0,3,1.33,0.577,3,3.0,0.0,3,1.0,0.0,3
4b89f2ed-4bdf-41b2-8308-2fcf90987e11,counterfactual,1.0,0.0,3,3.67,0.577,3,1.0,0.0,3,5.0,0.0,3
4bafda68-c1ff-4b0e-98f9-40c07049fe45,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,3.0,0.0,3
4be7322b-a047-44d7-adab-6f852e87e0e4,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
4c259792-0781-40d3-bb0b-7faf5f17b94f,counterfactual,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,1.0,0.0,3
4c30e3ce-206f-4833-a3a3-82203fff6141,feature_attribution,2.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
4cb9b9fe-fa34-48b1-bf22-32b468ea55eb,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.0,1.732,3
4cc1c6b1-6fcb-486c-a038-8cbf15ec90db,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
4cd2458b-387c-432e-a4ab-1d922f8ebe5b,counterfactual,1.0,0.0,3,2.67,0.577,3,1.0,0.0,3,4.67,0.577,3
4ceb947f-75b3-42f6-9f8b-8e2c08aa43c9,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
4ced4f2d-0e86-4b0b-96d8-18f71b89b198,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
4d5f0d62-7d2e-4291-bd6d-6cfc9d94d40c,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,4.33,0.577,3
4daaace3-53c1-4e14-9c66-9f31601221c3,abductive,1.0,0.0,3,2.33,1.155,3,,0.0,0,1.67,1.155,3
4db2db74-01ee-4bac-88c3-d280416a7977,counterfactual,1.0,0.0,2,2.0,1.414,2,1.5,0.707,2,1.5,0.707,2
4de570b4-b943-4d98-838f-23e923dfa2ca,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
4e29f5c8-2823-482b-a2bb-235b0171e9c0,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
4e69c686-ce73-4f27-a889-06ca89f2b967,counterfactual,1.0,0.0,3,1.67,1.155,3,2.0,0.0,3,2.0,1.0,3
4e75e96b-a7b8-4fc4-9491-67d19e1b9d1e,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.67,0.577,3
4eb928f1-d165-4f69-b055-daa00f9b0261,feature_attribution,1.67,0.577,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
4eba31f6-717d-4985-a5c4-e87b081ec961,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.33,0.577,3
4ec3fa71-31e5-4a79-9efd-117975c87956,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,3.0,1.732,3
4fa61569-fe29-426c-b06b-6b344df319e0,feature_attribution,1.33,0.577,3,4.0,0.0,3,,0.0,0,4.0,0.0,3
5050c41f-7796-43cc-97b4-fa0700c90d7e,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
509befb3-94e5-4d6b-8a84-023954da1e05,counterfactual,1.0,0.0,3,3.0,0.0,3,1.0,0.0,3,3.67,0.577,3
50b8ab92-6e9b-420d-a069-e1bd85a0380a,counterfactual,1.0,0.0,3,1.0,0.0,3,2.33,0.577,3,3.33,1.155,3
51097ae1-c7ab-4585-9676-717ddb5f0f77,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,4.33,0.577,3
5118ef32-d384-494d-9bce-079e94890bb8,contrastive,3.67,2.309,3,3.67,2.309,3,3.33,2.082,3,3.0,2.0,3
51503048-5e76-49fc-bfd7-da4b65fc0c5e,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
51911347-beec-4c4e-895c-e87c741b61b8,counterfactual,1.0,0.0,3,1.67,1.155,3,1.0,0.0,3,1.67,1.155,3
51de14c0-cd11-4bdf-8046-68649692b2fa,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.67,2.082,3
52264234-d0ec-4360-9ad5-0545a510099a,counterfactual,1.5,0.707,2,5.0,0.0,2,3.0,0.0,2,5.0,0.0,2
523636b7-6981-49b0-9495-8d29c7d025cf,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
529c32c7-3aa8-4631-8b80-48920f981db2,feature_attribution,1.0,0.0,3,4.0,0.0,3,,0.0,0,4.33,0.577,3
52e3be5f-1e31-4c20-9f8a-e28cd49dbffc,counterfactual,1.0,0.0,2,3.0,0.0,2,3.0,0.0,2,4.5,0.707,2
52fc9509-1805-4435-9141-4e72b9041099,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
531feec5-804a-46f9-8b14-c847f2c58f47,contrastive,1.0,0.0,3,4.33,1.155,3,5.0,0.0,3,3.0,2.0,3
53241760-967f-400f-b011-1c34a74a6199,counterfactual,1.0,0.0,3,2.0,1.0,3,3.0,0.0,3,1.67,0.577,3
53434110-0515-425b-8bb6-0478b9e0d6ed,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,2.33,1.528,3
540ddf87-cc44-4d9b-9ff5-6a13c42cd62b,counterfactual,1.0,0.0,3,3.33,0.577,3,1.33,0.577,3,4.67,0.577,3
54531c97-1012-41a6-91c9-ec34b8049378,feature_attribution,3.0,1.732,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
546d9a81-4fee-497e-8611-7d81f82c8f93,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,5.0,0.0,3
54858b5f-ee1c-47f7-b671-1c3085c16acd,contrastive,1.0,0.0,3,1.0,0.0,3,1.33,0.577,3,1.67,1.155,3
54dda146-7bac-40d6-a00a-c7fa05eef344,counterfactual,1.0,0.0,3,1.0,0.0,3,3.0,0.0,3,2.67,0.577,3
551bf71d-4fed-4a56-a726-9c79856337f0,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
554488ef-ed79-454d-9994-7a296418a3a6,feature_attribution,2.0,0.0,3,4.33,0.577,3,,0.0,0,4.67,0.577,3
554b6373-1ec1-4407-bc6e-319903a8b52c,feature_attribution,1.0,0.0,3,4.67,0.577,3,,0.0,0,4.0,1.0,3
55d4eb0e-ada1-4a50-bedd-8d398af821c2,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
55e3ec79-6aaf-477c-95c7-88772f3fccc6,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,2.33,2.309,3
563d422e-7791-4058-b9da-9fe7aaa34064,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,4.67,0.577,3
565e5443-3107-4320-9750-d254b6dfeab4,abductive,1.33,0.577,3,1.67,1.155,3,,0.0,0,4.0,0.0,3
566fdbb3-0f5c-4727-8763-ae3073536b1b,contrastive,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,4.33,0.577,3
56e4fdcd-bc09-4db7-a400-40c7d8c27d21,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,1.0,0.0,3
573f4764-162a-4bd9-afa6-764741b613e2,counterfactual,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
5741c0a2-f0c1-4d30-8152-db29ee2489d8,abductive,1.0,0.0,2,1.5,0.707,2,,0.0,0,4.5,0.707,2
57a623fe-a93e-4e83-8cc1-73f54df006d9,contrastive,1.0,0.0,3,2.67,0.577,3,2.67,0.577,3,3.33,1.528,3
5882c0fc-8786-44bb-8ee8-666635135dcf,abductive,1.0,0.0,3,2.67,2.082,3,,0.0,0,2.67,2.082,3
58893dbb-183d-4d41-a0f2-d70d909126a8,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,4.0,0.0,3
58c1e3f1-3442-46bf-adf5-849071b7d78a,abductive,1.0,0.0,3,1.0,0.0,3,,0.0,0,4.33,0.577,3
58d41662-ff9e-471f-8893-057a1ef1bb47,counterfactual,1.0,0.0,3,1.0,0.0,3,2.0,0.0,3,1.33,0.577,3
58d5a1ad-9a0e-4e55-b260-d693f4eaf4d8,feature_attribution,1.0,0.0,3,5.0,0.0,3,,0.0,0,3.67,0.577,3
